EF,ACC,page,author,year,experiment,family,genus,species,plant_type,defence_type_specific,trait_category,experiment_type,study_type,plant_lifestage_2,Nfixing,density,PD2,SR,X_control,SE_control,SD_control,N_control,X_mixture,SE_mixture,SD_mixture,N_mixture,data_source,notes,yi,vi
ef112,3,84,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,mature,N-fixing neighbours,0.42,0.346,3,7.026,N/A,0.244,3,6.908,N/A,0.248,3,supplimentary info,Unthinned PBA,-0.382712466,0.678872403
ef113,3,85,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,mature,No N-fixing neighbours,0.42,0.667,3,7.026,N/A,0.244,3,6.971,N/A,0.163,3,supplimentary info,Unthinned PLB,-0.211496684,0.670394237
ef114,3,86,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,mature,No N-fixing neighbours,0.42,0.667,3,7.026,N/A,0.244,3,7.118,N/A,0.245,3,supplimentary info,Unthinned PSB,0.300225874,0.674177965
ef115,3,87,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,mature,N-fixing neighbours,0.42,0.608,5,7.026,N/A,0.244,3,6.679,N/A,0.3,2,supplimentary info,Unthinned PSLBA,-0.951133496,0.923798826
ef116,3,88,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,mature,No N-fixing neighbours,0.42,0.5,2,7.026,N/A,0.244,3,6.951,N/A,0.249,3,supplimentary info,Unthinned SB,-0.242751581,0.671577361
ef117,3,89,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,mature,N-fixing neighbours,0.21,0.019,2,6.949,N/A,0.532,3,6.377,N/A,0.507,2,supplimentary info,Thinned BA,-0.790188051,0.895773049
ef118,3,90,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,mature,N-fixing neighbours,0.21,0.346,3,6.949,N/A,0.532,3,6.894,N/A,0.007,2,supplimentary info,Thinned LBA,-0.091617239,0.834172705
ef119,3,91,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,mature,No N-fixing neighbours,0.21,0.5,2,6.949,N/A,0.532,3,6.958,N/A,0.37,3,supplimentary info,Thinned PB,0.01567156,0.666687133
ef120,3,92,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,mature,N-fixing neighbours,0.21,0.346,3,6.949,N/A,0.532,3,6.473,N/A,0.158,2,supplimentary info,Thinned PBA,-0.776012544,0.89355288
ef121,3,93,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,mature,No N-fixing neighbours,0.21,0.667,3,6.949,N/A,0.532,3,7.05,N/A,0.245,3,supplimentary info,Thinned PLB,0.19458007,0.669821784
ef122,3,94,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,mature,No N-fixing neighbours,0.21,0.667,3,6.949,N/A,0.532,3,6.677,N/A,0.398,2,supplimentary info,Thinned PSB,-0.400519841,0.849374948
ef123,3,95,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,mature,N-fixing neighbours,0.21,0.608,5,6.949,N/A,0.532,3,6.937,N/A,0.163,2,supplimentary info,Thinned PSLBA,-0.019536832,0.833371502
ef124,3,96,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,mature,No N-fixing neighbours,0.21,0.5,2,6.949,N/A,0.532,3,6.984,N/A,0.368,2,supplimentary info,Thinned SB,0.052374852,0.833607646
ef125,3,97,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,N,N,field,experimental,mature,N-fixing neighbours,0.42,0.019,2,2.81,N/A,0.257,3,2.88,N/A,0.128,2,supplimentary info,Unthinned BA,0.227678003,0.838517061
ef126,3,98,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,N,N,field,experimental,mature,N-fixing neighbours,0.42,0.346,3,2.81,N/A,0.257,3,2.955,N/A,0.525,3,supplimentary info,Unthinned LBA,0.27990915,0.673195761
ef127,3,99,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,N,N,field,experimental,mature,No N-fixing neighbours,0.42,0.5,2,2.81,N/A,0.257,3,2.781,N/A,0.182,2,supplimentary info,Unthinned PB,-0.089417804,0.834132888
ef128,3,100,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,N,N,field,experimental,mature,N-fixing neighbours,0.42,0.346,3,2.81,N/A,0.257,3,2.819,N/A,0.324,3,supplimentary info,Unthinned PBA,0.024556574,0.666716919
ef129,3,101,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,N,N,field,experimental,mature,No N-fixing neighbours,0.42,0.667,3,2.81,N/A,0.257,3,2.902,N/A,0.389,3,supplimentary info,Unthinned PLB,0.222660451,0.67079814
ef130,3,102,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,N,N,field,experimental,mature,No N-fixing neighbours,0.42,0.667,3,2.81,N/A,0.257,3,2.754,N/A,0.288,3,supplimentary info,Unthinned PSB,-0.163704325,0.668899926
ef131,3,103,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,N,N,field,experimental,mature,N-fixing neighbours,0.42,0.608,5,2.81,N/A,0.257,3,2.784,N/A,0.2,2,supplimentary info,Unthinned PSLBA,-0.078549853,0.833950341
ef132,3,104,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,N,N,field,experimental,mature,No N-fixing neighbours,0.42,0.5,2,2.81,N/A,0.257,3,2.627,N/A,0.232,3,supplimentary info,Unthinned SB,-0.596410749,0.696308815
ef133,3,105,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,N,N,field,experimental,mature,N-fixing neighbours,0.21,0.019,2,2.795,N/A,0.266,3,2.985,N/A,0.12,2,supplimentary info,Thinned BA,0.603078392,0.869703688
ef134,3,106,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,N,N,field,experimental,mature,N-fixing neighbours,0.21,0.346,3,2.795,N/A,0.266,3,3.104,N/A,0.161,2,supplimentary info,Thinned LBA,0.946450464,0.922910181
ef135,3,107,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,N,N,field,experimental,mature,No N-fixing neighbours,0.21,0.5,2,2.795,N/A,0.266,3,2.753,N/A,0.303,3,supplimentary info,Thinned PB,-0.117541391,0.667817998
ef136,3,108,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,N,N,field,experimental,mature,N-fixing neighbours,0.21,0.346,3,2.795,N/A,0.266,3,2.903,N/A,0.182,2,supplimentary info,Thinned PBA,0.323904369,0.843824737
ef137,3,109,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,N,N,field,experimental,mature,No N-fixing neighbours,0.21,0.667,3,2.795,N/A,0.266,3,2.831,N/A,0.384,3,supplimentary info,Thinned PLB,0.086959743,0.667296833
ef138,3,110,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,N,N,field,experimental,mature,No N-fixing neighbours,0.21,0.667,3,2.795,N/A,0.266,3,2.581,N/A,0.337,2,supplimentary info,Thinned PSB,-0.531049075,0.861534645
ef139,3,111,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,N,N,field,experimental,mature,N-fixing neighbours,0.21,0.608,5,2.795,N/A,0.266,3,2.73,N/A,0.335,2,supplimentary info,Thinned PSLBA,-0.161726577,0.835948882
ef140,3,112,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,N,N,field,experimental,mature,No N-fixing neighbours,0.21,0.5,2,2.795,N/A,0.266,3,2.789,N/A,0.061,2,supplimentary info,Thinned SB,-0.019732337,0.83337227
ef141,3,113,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,C,C,field,experimental,mature,N-fixing neighbours,0.42,0.019,2,48.904,N/A,0.376,3,48.606,N/A,0.84,2,supplimentary info,Unthinned BA,-0.375681994,0.847447029
ef142,3,114,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,C,C,field,experimental,mature,N-fixing neighbours,0.42,0.346,3,48.904,N/A,0.376,3,48.52,N/A,1.069,3,supplimentary info,Unthinned LBA,-0.382367176,0.678850388
ef143,3,115,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,C,C,field,experimental,mature,No N-fixing neighbours,0.42,0.5,2,48.904,N/A,0.376,3,47.848,N/A,0.153,2,supplimentary info,Unthinned PB,-2.391932517,1.40546745
ef144,3,116,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,C,C,field,experimental,mature,N-fixing neighbours,0.42,0.346,3,48.904,N/A,0.376,3,47.773,N/A,0.124,3,supplimentary info,Unthinned PBA,-3.22337712,1.532513338
ef145,3,117,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,C,C,field,experimental,mature,No N-fixing neighbours,0.42,0.667,3,48.904,N/A,0.376,3,48.108,N/A,0.801,3,supplimentary info,Unthinned PLB,-1.015064466,0.752529656
ef146,3,118,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,C,C,field,experimental,mature,No N-fixing neighbours,0.42,0.667,3,48.904,N/A,0.376,3,48.123,N/A,0.507,3,supplimentary info,Unthinned PSB,-1.396152321,0.829103442
ef147,3,119,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,C,C,field,experimental,mature,N-fixing neighbours,0.42,0.608,5,48.904,N/A,0.376,3,48.163,N/A,0.958,2,supplimentary info,Unthinned PSLBA,-0.847606289,0.905176975
ef148,3,120,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,C,C,field,experimental,mature,No N-fixing neighbours,0.42,0.5,2,48.904,N/A,0.376,3,48.162,N/A,0.778,3,supplimentary info,Unthinned SB,-0.968941421,0.744903956
ef149,3,121,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,C,C,field,experimental,mature,N-fixing neighbours,0.21,0.019,2,47.951,N/A,0.677,3,48.879,N/A,0.776,2,supplimentary info,Thinned BA,0.943740862,0.922398015
ef150,3,122,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,C,C,field,experimental,mature,N-fixing neighbours,0.21,0.346,3,47.951,N/A,0.677,3,48.546,N/A,0.205,2,supplimentary info,Thinned LBA,0.761621843,0.891340117
ef151,3,123,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,C,C,field,experimental,mature,No N-fixing neighbours,0.21,0.5,2,47.951,N/A,0.677,3,48.117,N/A,0.09,3,supplimentary info,Thinned PB,0.274264991,0.672935107
ef152,3,124,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,C,C,field,experimental,mature,N-fixing neighbours,0.21,0.346,3,47.951,N/A,0.677,3,49.132,N/A,0.126,2,supplimentary info,Thinned PBA,1.532771789,1.068272269
ef153,3,125,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,C,C,field,experimental,mature,No N-fixing neighbours,0.21,0.667,3,47.951,N/A,0.677,3,48.344,N/A,0.343,3,supplimentary info,Thinned PLB,0.584311807,0.695118357
ef154,3,126,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,C,C,field,experimental,mature,No N-fixing neighbours,0.21,0.667,3,47.951,N/A,0.677,3,48.548,N/A,0.36,2,supplimentary info,Thinned PSB,0.731500915,0.886842692
ef155,3,127,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,C,C,field,experimental,mature,N-fixing neighbours,0.21,0.608,5,47.951,N/A,0.677,3,47.804,N/A,0.405,2,supplimentary info,Thinned PSLBA,-0.177226277,0.836474249
ef156,3,128,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,C,C,field,experimental,mature,No N-fixing neighbours,0.21,0.5,2,47.951,N/A,0.677,3,48.557,N/A,0.522,2,supplimentary info,Thinned SB,0.696491312,0.881843348
ef157,3,129,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,mature,N-fixing neighbours,0.42,0.019,2,8.444,N/A,1.304,3,6.961,N/A,0.644,2,supplimentary info,Unthinned BA,-0.951527821,0.923873853
ef158,3,130,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,mature,N-fixing neighbours,0.42,0.346,3,8.444,N/A,1.304,3,6.257,N/A,0.746,3,supplimentary info,Unthinned LBA,-1.642648363,0.89152447
ef159,3,131,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,mature,No N-fixing neighbours,0.42,0.5,2,8.444,N/A,1.304,3,6.033,N/A,0.247,2,supplimentary info,Unthinned PB,-1.624065685,1.097092268
ef160,3,132,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,mature,N-fixing neighbours,0.42,0.346,3,8.444,N/A,1.304,3,6.146,N/A,0.214,3,supplimentary info,Unthinned PBA,-1.962260219,0.987538764
ef161,3,133,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,mature,No N-fixing neighbours,0.42,0.667,3,8.444,N/A,1.304,3,6.851,N/A,1.144,3,supplimentary info,Unthinned PLB,-1.03621237,0.756144673
ef162,3,134,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,mature,No N-fixing neighbours,0.42,0.667,3,8.444,N/A,1.304,3,7.267,N/A,0.636,3,supplimentary info,Unthinned PSB,-0.915407677,0.736497601
ef163,3,135,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,mature,N-fixing neighbours,0.42,0.608,5,8.444,N/A,1.304,3,7.214,N/A,0.724,2,supplimentary info,Unthinned PSLBA,-0.778116773,0.893879905
ef164,3,136,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,mature,No N-fixing neighbours,0.42,0.5,2,8.444,N/A,1.304,3,8.034,N/A,2.265,3,supplimentary info,Unthinned SB,-0.177014232,0.669277837
ef165,3,137,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,mature,N-fixing neighbours,0.21,0.019,2,7.333,N/A,0.962,3,7.103,N/A,0.237,2,supplimentary info,Thinned BA,-0.208740124,0.837690577
ef166,3,138,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,mature,N-fixing neighbours,0.21,0.346,3,7.333,N/A,0.962,3,7.104,N/A,1.465,2,supplimentary info,Thinned LBA,-0.143556284,0.835394174
ef167,3,139,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,mature,No N-fixing neighbours,0.21,0.5,2,7.333,N/A,0.962,3,7.69,N/A,0.339,3,supplimentary info,Thinned PB,0.394939352,0.679664758
ef168,3,140,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,mature,N-fixing neighbours,0.21,0.346,3,7.333,N/A,0.962,3,7.904,N/A,0.691,2,supplimentary info,Thinned PBA,0.468997084,0.85532916
ef169,3,141,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,mature,No N-fixing neighbours,0.21,0.667,3,7.333,N/A,0.962,3,7.721,N/A,0.333,3,supplimentary info,Thinned PLB,0.430067992,0.682079873
ef170,3,142,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,mature,No N-fixing neighbours,0.21,0.667,3,7.333,N/A,0.962,3,8.157,N/A,0.67,2,supplimentary info,Thinned PSB,0.680993942,0.879708608
ef171,3,143,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,mature,N-fixing neighbours,0.21,0.608,5,7.333,N/A,0.962,3,7.127,N/A,0.375,2,supplimentary info,Thinned PSLBA,-0.182951336,0.836680452
ef172,3,144,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,mature,No N-fixing neighbours,0.21,0.5,2,7.333,N/A,0.962,3,8.65,N/A,1.01,2,supplimentary info,Thinned SB,0.974159398,0.928231987
ef176,5,1,"Rosado-Sanchez, S",2018,UADY,Boraginaceae,Cordia,Cordia dodecandra,woody,SLA,SLA,field,experimental,juvenile,N-fixing neighbours,0.15,0.427,4,119.355,12.9,18.243,2,169.892,9.68,19.36,4,fig 2,values = least square means from linear mixed model,2.112586944,1.121918633
ef177,5,2,"Rosado-Sanchez, S",2018,UADY,Boraginaceae,Cordia,Cordia dodecandra,woody,total phenolics,phenolics,field,experimental,juvenile,N-fixing neighbours,0.15,0.427,4,5.401,1.03,1.457,2,4.253,0.73,1.46,4,fig 2,,-0.627699923,0.782833933
ef178,5,3,"Rosado-Sanchez, S",2018,UADY,Boraginaceae,Cordia,Cordia dodecandra,woody,condensed tannins,phenolics,field,experimental,juvenile,N-fixing neighbours,0.15,0.427,4,1.813,0.05,0.071,2,1.901,0.03,0.06,4,fig 2,,1.115735965,0.853738895
ef179,6,1,"Bellone, D ",2020,Björklinge and Månkarbo,Pinaceae,Pinus,Pinus sylvestris,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,0.55,0.355,3,1.02,N/A,0.14,5,1.03,N/A,0.15,7,Table S1,,0.063166204,0.343023392
ef180,6,2,"Bellone, D ",2020,Björklinge and Månkarbo,Pinaceae,Pinus,Pinus sylvestris,woody,rensin acid ,terpenes,field,experimental,juvenile,No N-fixing neighbours,0.55,0.355,3,18.09,N/A,8.06,5,12.62,N/A,4.19,7,Table S1,,-0.835236145,0.371924619
ef181,7,1,"Castagneyrol, B",2017,ORPHEE,Fagaceae,Quercus,Quercus robur,woody,SLA,SLA,field,experimental,juvenile,No N-fixing neighbours,0.25,0.071,2,129.799,N/A,16.346,8,140,N/A,19.779,8,extra data request,Oak + Birch,0.53146745,0.258826802
ef182,7,2,"Castagneyrol, B",2017,ORPHEE,Fagaceae,Quercus,Quercus robur,woody,SLA,SLA,field,experimental,juvenile,No N-fixing neighbours,0.25,0.5,2,129.799,N/A,16.346,8,169.932,N/A,16.109,8,extra data request,Oak + Pine,2.337773593,0.420787043
ef183,7,3,"Castagneyrol, B",2017,ORPHEE,Fagaceae,Quercus,Quercus robur,woody,SLA,SLA,field,experimental,juvenile,No N-fixing neighbours,0.25,0.381,3,129.799,N/A,16.346,8,157.32,N/A,16.675,8,extra data request,Oak + Birch + Pine,1.575601735,0.327578776
ef184,7,4,"Castagneyrol, B",2017,ORPHEE,Fagaceae,Quercus,Quercus robur,woody,LDMC,LDMC,field,experimental,juvenile,No N-fixing neighbours,0.25,0.071,2,0.425,N/A,0.013,8,0.418,N/A,0.018,8,extra data request,Oak + Birch,-0.421457317,0.255550821
ef185,7,5,"Castagneyrol, B",2017,ORPHEE,Fagaceae,Quercus,Quercus robur,woody,LDMC,LDMC,field,experimental,juvenile,No N-fixing neighbours,0.25,0.5,2,0.425,N/A,0.013,8,0.403,N/A,0.012,8,extra data request,Oak + Pine,-1.662377033,0.336359294
ef186,7,6,"Castagneyrol, B",2017,ORPHEE,Fagaceae,Quercus,Quercus robur,woody,LDMC,LDMC,field,experimental,juvenile,No N-fixing neighbours,0.25,0.381,3,0.425,N/A,0.013,8,0.415,N/A,0.012,8,extra data request,Oak + Birch + Pine,-0.755625924,0.267842829
ef187,7,7,"Castagneyrol, B",2017,ORPHEE,Fagaceae,Quercus,Quercus robur,woody,toughness,toughness,field,experimental,juvenile,No N-fixing neighbours,0.25,0.071,2,12.926,N/A,4,8,12.987,N/A,4.362,8,extra data request,Oak + Birch,0.013778664,0.250005933
ef188,7,8,"Castagneyrol, B",2017,ORPHEE,Fagaceae,Quercus,Quercus robur,woody,toughness,toughness,field,experimental,juvenile,No N-fixing neighbours,0.25,0.5,2,12.926,N/A,4,8,10.017,N/A,2.627,8,extra data request,Oak + Pine,-0.812632698,0.270636622
ef189,7,9,"Castagneyrol, B",2017,ORPHEE,Fagaceae,Quercus,Quercus robur,woody,toughness,toughness,field,experimental,juvenile,No N-fixing neighbours,0.25,0.381,3,12.926,N/A,4,8,11.07,N/A,3.275,8,extra data request,Oak + Birch + Pine,-0.47994675,0.257198403
ef190,7,10,"Castagneyrol, B",2017,ORPHEE,Fagaceae,Quercus,Quercus robur,woody,thickness,thickness,field,experimental,juvenile,No N-fixing neighbours,0.25,0.071,2,0.019,N/A,0.002,8,0.018,N/A,0.002,8,extra data request,Oak + Birch,-0.472643865,0.256981007
ef191,7,11,"Castagneyrol, B",2017,ORPHEE,Fagaceae,Quercus,Quercus robur,woody,thickness,thickness,field,experimental,juvenile,No N-fixing neighbours,0.25,0.5,2,0.019,N/A,0.002,8,0.015,N/A,0.001,8,extra data request,Oak + Pine,-2.391409815,0.428713778
ef192,7,12,"Castagneyrol, B",2017,ORPHEE,Fagaceae,Quercus,Quercus robur,woody,thickness,thickness,field,experimental,juvenile,No N-fixing neighbours,0.25,0.381,3,0.019,N/A,0.002,8,0.016,N/A,0.002,8,extra data request,Oak + Birch + Pine,-1.417931594,0.312829063
ef193,7,13,"Castagneyrol, B",2017,ORPHEE,Fagaceae,Quercus,Quercus robur,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,0.25,0.071,2,2.151,N/A,0.313,8,1.989,N/A,0.215,8,extra data request,Oak + Birch,-0.570322411,0.260164614
ef194,7,14,"Castagneyrol, B",2017,ORPHEE,Fagaceae,Quercus,Quercus robur,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,0.25,0.5,2,2.151,N/A,0.313,7,2.157,N/A,0.256,7,extra data request,Oak + Pine,0.019640366,0.285728062
ef195,7,15,"Castagneyrol, B",2017,ORPHEE,Fagaceae,Quercus,Quercus robur,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,0.25,0.381,3,2.151,N/A,0.313,8,2.056,N/A,0.307,8,extra data request,Oak + Birch + Pine,-0.289671385,0.252622172
ef196,7,16,"Castagneyrol, B",2017,ORPHEE,Fagaceae,Quercus,Quercus robur,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,0.25,0.071,2,48.073,N/A,1.237,8,48.001,N/A,0.659,8,extra data request,Oak + Birch,-0.068673791,0.250147378
ef197,7,17,"Castagneyrol, B",2017,ORPHEE,Fagaceae,Quercus,Quercus robur,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,0.25,0.5,2,48.073,N/A,1.237,7,46.844,N/A,0.297,7,extra data request,Oak + Pine,-1.278720866,0.34411168
ef198,7,18,"Castagneyrol, B",2017,ORPHEE,Fagaceae,Quercus,Quercus robur,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,0.25,0.381,3,48.073,N/A,1.237,8,47.248,N/A,0.995,8,extra data request,Oak + Birch + Pine,-0.694729883,0.2650828
ef199,8,1,"Rosado-Sanchez, S",2018,UADY,Boraginaceae,Cordia,Cordia dodecandra,woody,total phenolics,phenolics,field,experimental,juvenile,N-fixing neighbours,0.15,NA,4,10.331,3.33,4.709,2,12.432,1.93,5.459,8,"fig 2, table S1",,0.353116106,0.631234549
ef200,8,2,"Rosado-Sanchez, S",2018,UADY,Malvaceae,Ceiba,Ceiba pentandra,woody,total phenolics,phenolics,field,experimental,juvenile,N-fixing neighbours,0.15,NA,4,31.868,3.5,4.95,2,26.79,1.93,4.728,6,"fig 2, table S1",,-0.92554493,0.720206255
